"seed","beta","target","nearest","success","updates"
42,23.357214690901213,9544,9544,true,2
42,23.357214690901213,5259,5259,true,2
42,23.357214690901213,5412,5412,true,2
42,23.357214690901213,956,956,true,2
42,23.357214690901213,7957,7957,true,2
42,23.357214690901213,2227,2227,true,2
42,23.357214690901213,3640,3640,true,2
42,23.357214690901213,206,206,true,2
42,23.357214690901213,8184,8184,true,2
42,23.357214690901213,6440,6440,true,2
42,23.357214690901213,133,133,true,2
42,23.357214690901213,3218,3218,true,2
42,23.357214690901213,5428,5428,true,2
42,23.357214690901213,9011,9011,true,2
42,23.357214690901213,8994,8994,true,2
42,23.357214690901213,1455,1455,true,2
42,23.357214690901213,9591,9591,true,2
42,23.357214690901213,2336,2336,true,2
42,23.357214690901213,3117,3117,true,2
42,23.357214690901213,5649,5649,true,2
42,23.357214690901213,1693,1693,true,2
42,23.357214690901213,6680,6680,true,2
42,23.357214690901213,6612,6612,true,2
42,23.357214690901213,131,131,true,2
42,23.357214690901213,6130,6130,true,2
42,23.357214690901213,4228,4228,true,2
42,23.357214690901213,690,690,true,2
42,23.357214690901213,7929,7929,true,2
42,23.357214690901213,5570,5570,true,2
42,23.357214690901213,1784,1784,true,2
42,23.357214690901213,9734,9734,true,2
42,23.357214690901213,8192,8192,true,2
42,23.357214690901213,1324,1324,true,2
42,23.357214690901213,9211,9211,true,2
42,23.357214690901213,2507,2507,true,2
42,23.357214690901213,2458,2458,true,2
42,23.357214690901213,4333,4333,true,2
42,23.357214690901213,747,747,true,2
42,23.357214690901213,2001,2001,true,2
42,23.357214690901213,1570,1570,true,2
42,23.357214690901213,3180,3180,true,2
42,23.357214690901213,139,139,true,2
42,23.357214690901213,1962,1962,true,2
42,23.357214690901213,5369,5369,true,2
42,33.59818286283781,8532,8532,true,2
42,33.59818286283781,5780,5780,true,2
42,33.59818286283781,4867,4867,true,2
42,33.59818286283781,9318,9318,true,2
42,33.59818286283781,721,721,true,2
42,33.59818286283781,3529,3529,true,2
42,33.59818286283781,9450,9450,true,2
42,33.59818286283781,6060,6060,true,2
42,33.59818286283781,8285,8285,true,2
42,33.59818286283781,9941,9941,true,2
42,33.59818286283781,7229,7229,true,2
42,33.59818286283781,3306,3306,true,2
42,33.59818286283781,1513,1513,true,2
42,33.59818286283781,2339,2339,true,2
42,33.59818286283781,3582,3582,true,2
42,33.59818286283781,2570,2570,true,2
42,33.59818286283781,7266,7266,true,2
42,33.59818286283781,7386,7386,true,2
42,33.59818286283781,7323,7323,true,2
42,33.59818286283781,1283,1283,true,2
42,33.59818286283781,889,889,true,2
42,33.59818286283781,404,404,true,2
42,33.59818286283781,8007,8007,true,2
42,33.59818286283781,4633,4633,true,2
42,33.59818286283781,6235,6235,true,2
42,33.59818286283781,2930,2930,true,2
42,33.59818286283781,6519,6519,true,2
42,33.59818286283781,9296,9296,true,2
42,33.59818286283781,7984,7984,true,2
42,33.59818286283781,3010,3010,true,2
42,33.59818286283781,4511,4511,true,2
42,33.59818286283781,3570,3570,true,2
42,33.59818286283781,7075,7075,true,2
42,33.59818286283781,8697,8697,true,2
42,33.59818286283781,7663,7663,true,2
42,33.59818286283781,196,196,true,2
42,33.59818286283781,1997,1997,true,2
42,33.59818286283781,4771,4771,true,2
42,33.59818286283781,8845,8845,true,2
42,33.59818286283781,9150,9150,true,2
42,33.59818286283781,5436,5436,true,2
42,33.59818286283781,5930,5930,true,2
42,33.59818286283781,4404,4404,true,2
42,33.59818286283781,5174,5174,true,2
42,33.59818286283781,4641,4641,true,2
42,33.59818286283781,4756,4756,true,2
42,33.59818286283781,4240,4240,true,2
42,33.59818286283781,2351,2351,true,2
42,33.59818286283781,1579,1579,true,2
42,33.59818286283781,3126,3126,true,2
42,33.59818286283781,587,587,true,2
42,33.59818286283781,7702,7702,true,2
42,33.59818286283781,460,460,true,2
42,33.59818286283781,1249,1249,true,2
42,33.59818286283781,6186,6186,true,2
42,33.59818286283781,516,516,true,2
42,33.59818286283781,9544,9544,true,2
42,33.59818286283781,5259,5259,true,2
42,33.59818286283781,5412,5412,true,2
42,33.59818286283781,956,956,true,2
42,33.59818286283781,7957,7957,true,2
42,33.59818286283781,2227,2227,true,2
42,33.59818286283781,3640,3640,true,2
42,33.59818286283781,206,206,true,2
42,33.59818286283781,8184,8184,true,2
42,33.59818286283781,6440,6440,true,2
42,33.59818286283781,133,133,true,2
42,33.59818286283781,3218,3218,true,2
42,33.59818286283781,5428,5428,true,2
42,33.59818286283781,9011,9011,true,2
42,33.59818286283781,8994,8994,true,2
42,33.59818286283781,1455,1455,true,2
42,33.59818286283781,9591,9591,true,2
42,33.59818286283781,2336,2336,true,2
42,33.59818286283781,3117,3117,true,2
42,33.59818286283781,5649,5649,true,2
42,33.59818286283781,1693,1693,true,2
42,33.59818286283781,6680,6680,true,2
42,33.59818286283781,6612,6612,true,2
42,33.59818286283781,131,131,true,2
42,33.59818286283781,6130,6130,true,2
42,33.59818286283781,4228,4228,true,2
42,33.59818286283781,690,690,true,2
42,33.59818286283781,7929,7929,true,2
42,33.59818286283781,5570,5570,true,2
42,33.59818286283781,1784,1784,true,2
42,33.59818286283781,9734,9734,true,2
42,33.59818286283781,8192,8192,true,2
42,33.59818286283781,1324,1324,true,2
42,33.59818286283781,9211,9211,true,2
42,33.59818286283781,2507,2507,true,2
42,33.59818286283781,2458,2458,true,2
42,33.59818286283781,4333,4333,true,2
42,33.59818286283781,747,747,true,2
42,33.59818286283781,2001,2001,true,2
42,33.59818286283781,1570,1570,true,2
42,33.59818286283781,3180,3180,true,2
42,33.59818286283781,139,139,true,2
42,33.59818286283781,1962,1962,true,2
42,33.59818286283781,5369,5369,true,2
42,48.32930238571752,8532,8532,true,2
42,48.32930238571752,5780,5780,true,2
42,48.32930238571752,4867,4867,true,2
42,48.32930238571752,9318,9318,true,2
42,48.32930238571752,721,721,true,2
42,48.32930238571752,3529,3529,true,2
42,48.32930238571752,9450,9450,true,2
42,48.32930238571752,6060,6060,true,2
42,48.32930238571752,8285,8285,true,2
42,48.32930238571752,9941,9941,true,2
42,48.32930238571752,7229,7229,true,2
42,48.32930238571752,3306,3306,true,2
42,48.32930238571752,1513,1513,true,2
42,48.32930238571752,2339,2339,true,2
42,48.32930238571752,3582,3582,true,2
42,48.32930238571752,2570,2570,true,2
42,48.32930238571752,7266,7266,true,2
42,48.32930238571752,7386,7386,true,2
42,48.32930238571752,7323,7323,true,2
42,48.32930238571752,1283,1283,true,2
42,48.32930238571752,889,889,true,2
42,48.32930238571752,404,404,true,2
42,48.32930238571752,8007,8007,true,2
42,48.32930238571752,4633,4633,true,2
42,48.32930238571752,6235,6235,true,2
42,48.32930238571752,2930,2930,true,2
42,48.32930238571752,6519,6519,true,2
42,48.32930238571752,9296,9296,true,2
42,48.32930238571752,7984,7984,true,2
42,48.32930238571752,3010,3010,true,2
42,48.32930238571752,4511,4511,true,2
42,48.32930238571752,3570,3570,true,2
42,48.32930238571752,7075,7075,true,2
42,48.32930238571752,8697,8697,true,2
42,48.32930238571752,7663,7663,true,2
42,48.32930238571752,196,196,true,2
42,48.32930238571752,1997,1997,true,2
42,48.32930238571752,4771,4771,true,2
42,48.32930238571752,8845,8845,true,2
42,48.32930238571752,9150,9150,true,2
42,48.32930238571752,5436,5436,true,2
42,48.32930238571752,5930,5930,true,2
42,48.32930238571752,4404,4404,true,2
42,48.32930238571752,5174,5174,true,2
42,48.32930238571752,4641,4641,true,2
42,48.32930238571752,4756,4756,true,2
42,48.32930238571752,4240,4240,true,2
42,48.32930238571752,2351,2351,true,2
42,48.32930238571752,1579,1579,true,2
42,48.32930238571752,3126,3126,true,2
42,48.32930238571752,587,587,true,2
42,48.32930238571752,7702,7702,true,2
42,48.32930238571752,460,460,true,2
42,48.32930238571752,1249,1249,true,2
42,48.32930238571752,6186,6186,true,2
42,48.32930238571752,516,516,true,2
42,48.32930238571752,9544,9544,true,2
42,48.32930238571752,5259,5259,true,2
42,48.32930238571752,5412,5412,true,2
42,48.32930238571752,956,956,true,2
42,48.32930238571752,7957,7957,true,2
42,48.32930238571752,2227,2227,true,2
42,48.32930238571752,3640,3640,true,2
42,48.32930238571752,206,206,true,2
42,48.32930238571752,8184,8184,true,2
42,48.32930238571752,6440,6440,true,2
42,48.32930238571752,133,133,true,2
42,48.32930238571752,3218,3218,true,2
42,48.32930238571752,5428,5428,true,2
42,48.32930238571752,9011,9011,true,2
42,48.32930238571752,8994,8994,true,2
42,48.32930238571752,1455,1455,true,2
42,48.32930238571752,9591,9591,true,2
42,48.32930238571752,2336,2336,true,2
42,48.32930238571752,3117,3117,true,2
42,48.32930238571752,5649,5649,true,2
42,48.32930238571752,1693,1693,true,2
42,48.32930238571752,6680,6680,true,2
42,48.32930238571752,6612,6612,true,2
42,48.32930238571752,131,131,true,2
42,48.32930238571752,6130,6130,true,2
42,48.32930238571752,4228,4228,true,2
42,48.32930238571752,690,690,true,2
42,48.32930238571752,7929,7929,true,2
42,48.32930238571752,5570,5570,true,2
42,48.32930238571752,1784,1784,true,2
42,48.32930238571752,9734,9734,true,2
42,48.32930238571752,8192,8192,true,2
42,48.32930238571752,1324,1324,true,2
42,48.32930238571752,9211,9211,true,2
42,48.32930238571752,2507,2507,true,2
42,48.32930238571752,2458,2458,true,2
42,48.32930238571752,4333,4333,true,2
42,48.32930238571752,747,747,true,2
42,48.32930238571752,2001,2001,true,2
42,48.32930238571752,1570,1570,true,2
42,48.32930238571752,3180,3180,true,2
42,48.32930238571752,139,139,true,2
42,48.32930238571752,1962,1962,true,2
42,48.32930238571752,5369,5369,true,2
42,69.51927961775606,8532,8532,true,2
42,69.51927961775606,5780,5780,true,2
42,69.51927961775606,4867,4867,true,2
42,69.51927961775606,9318,9318,true,2
42,69.51927961775606,721,721,true,2
42,69.51927961775606,3529,3529,true,2
42,69.51927961775606,9450,9450,true,2
42,69.51927961775606,6060,6060,true,2
42,69.51927961775606,8285,8285,true,2
42,69.51927961775606,9941,9941,true,2
42,69.51927961775606,7229,7229,true,2
42,69.51927961775606,3306,3306,true,2
42,69.51927961775606,1513,1513,true,2
42,69.51927961775606,2339,2339,true,2
42,69.51927961775606,3582,3582,true,2
42,69.51927961775606,2570,2570,true,2
42,69.51927961775606,7266,7266,true,2
42,69.51927961775606,7386,7386,true,2
42,69.51927961775606,7323,7323,true,2
42,69.51927961775606,1283,1283,true,2
42,69.51927961775606,889,889,true,2
42,69.51927961775606,404,404,true,2
42,69.51927961775606,8007,8007,true,2
42,69.51927961775606,4633,4633,true,2
42,69.51927961775606,6235,6235,true,2
42,69.51927961775606,2930,2930,true,2
42,69.51927961775606,6519,6519,true,2
42,69.51927961775606,9296,9296,true,2
42,69.51927961775606,7984,7984,true,2
42,69.51927961775606,3010,3010,true,2
42,69.51927961775606,4511,4511,true,2
42,69.51927961775606,3570,3570,true,2
42,69.51927961775606,7075,7075,true,2
42,69.51927961775606,8697,8697,true,2
42,69.51927961775606,7663,7663,true,2
42,69.51927961775606,196,196,true,2
42,69.51927961775606,1997,1997,true,2
42,69.51927961775606,4771,4771,true,2
42,69.51927961775606,8845,8845,true,2
42,69.51927961775606,9150,9150,true,2
42,69.51927961775606,5436,5436,true,2
42,69.51927961775606,5930,5930,true,2
42,69.51927961775606,4404,4404,true,2
42,69.51927961775606,5174,5174,true,2
42,69.51927961775606,4641,4641,true,2
42,69.51927961775606,4756,4756,true,2
42,69.51927961775606,4240,4240,true,2
42,69.51927961775606,2351,2351,true,2
42,69.51927961775606,1579,1579,true,2
42,69.51927961775606,3126,3126,true,2
42,69.51927961775606,587,587,true,2
42,69.51927961775606,7702,7702,true,2
42,69.51927961775606,460,460,true,2
42,69.51927961775606,1249,1249,true,2
42,69.51927961775606,6186,6186,true,2
42,69.51927961775606,516,516,true,2
42,69.51927961775606,9544,9544,true,2
42,69.51927961775606,5259,5259,true,2
42,69.51927961775606,5412,5412,true,2
42,69.51927961775606,956,956,true,2
42,69.51927961775606,7957,7957,true,2
42,69.51927961775606,2227,2227,true,2
42,69.51927961775606,3640,3640,true,2
42,69.51927961775606,206,206,true,2
42,69.51927961775606,8184,8184,true,2
42,69.51927961775606,6440,6440,true,2
42,69.51927961775606,133,133,true,2
42,69.51927961775606,3218,3218,true,2
42,69.51927961775606,5428,5428,true,2
42,69.51927961775606,9011,9011,true,2
42,69.51927961775606,8994,8994,true,2
42,69.51927961775606,1455,1455,true,2
42,69.51927961775606,9591,9591,true,2
42,69.51927961775606,2336,2336,true,2
42,69.51927961775606,3117,3117,true,2
42,69.51927961775606,5649,5649,true,2
42,69.51927961775606,1693,1693,true,2
42,69.51927961775606,6680,6680,true,2
42,69.51927961775606,6612,6612,true,2
42,69.51927961775606,131,131,true,2
42,69.51927961775606,6130,6130,true,2
42,69.51927961775606,4228,4228,true,2
42,69.51927961775606,690,690,true,2
42,69.51927961775606,7929,7929,true,2
42,69.51927961775606,5570,5570,true,2
42,69.51927961775606,1784,1784,true,2
42,69.51927961775606,9734,9734,true,2
42,69.51927961775606,8192,8192,true,2
42,69.51927961775606,1324,1324,true,2
42,69.51927961775606,9211,9211,true,2
42,69.51927961775606,2507,2507,true,2
42,69.51927961775606,2458,2458,true,2
42,69.51927961775606,4333,4333,true,2
42,69.51927961775606,747,747,true,2
42,69.51927961775606,2001,2001,true,2
42,69.51927961775606,1570,1570,true,2
42,69.51927961775606,3180,3180,true,2
42,69.51927961775606,139,139,true,2
42,69.51927961775606,1962,1962,true,2
42,69.51927961775606,5369,5369,true,2
42,100.0,8532,8532,true,2
42,100.0,5780,5780,true,2
42,100.0,4867,4867,true,2
42,100.0,9318,9318,true,2
42,100.0,721,721,true,2
42,100.0,3529,3529,true,2
42,100.0,9450,9450,true,2
42,100.0,6060,6060,true,2
42,100.0,8285,8285,true,2
42,100.0,9941,9941,true,2
42,100.0,7229,7229,true,2
42,100.0,3306,3306,true,2
42,100.0,1513,1513,true,2
42,100.0,2339,2339,true,2
42,100.0,3582,3582,true,2
42,100.0,2570,2570,true,2
42,100.0,7266,7266,true,2
42,100.0,7386,7386,true,2
42,100.0,7323,7323,true,2
42,100.0,1283,1283,true,2
42,100.0,889,889,true,2
42,100.0,404,404,true,2
42,100.0,8007,8007,true,2
42,100.0,4633,4633,true,2
42,100.0,6235,6235,true,2
42,100.0,2930,2930,true,2
42,100.0,6519,6519,true,2
42,100.0,9296,9296,true,2
42,100.0,7984,7984,true,2
42,100.0,3010,3010,true,2
42,100.0,4511,4511,true,2
42,100.0,3570,3570,true,2
42,100.0,7075,7075,true,2
42,100.0,8697,8697,true,2
42,100.0,7663,7663,true,2
42,100.0,196,196,true,2
42,100.0,1997,1997,true,2
42,100.0,4771,4771,true,2
42,100.0,8845,8845,true,2
42,100.0,9150,9150,true,2
42,100.0,5436,5436,true,2
42,100.0,5930,5930,true,2
42,100.0,4404,4404,true,2
42,100.0,5174,5174,true,2
42,100.0,4641,4641,true,2
42,100.0,4756,4756,true,2
42,100.0,4240,4240,true,2
42,100.0,2351,2351,true,2
42,100.0,1579,1579,true,2
42,100.0,3126,3126,true,2
42,100.0,587,587,true,2
42,100.0,7702,7702,true,2
42,100.0,460,460,true,2
42,100.0,1249,1249,true,2
42,100.0,6186,6186,true,2
42,100.0,516,516,true,2
42,100.0,9544,9544,true,2
42,100.0,5259,5259,true,2
42,100.0,5412,5412,true,2
42,100.0,956,956,true,2
42,100.0,7957,7957,true,2
42,100.0,2227,2227,true,2
42,100.0,3640,3640,true,2
42,100.0,206,206,true,2
42,100.0,8184,8184,true,2
42,100.0,6440,6440,true,2
42,100.0,133,133,true,2
42,100.0,3218,3218,true,2
42,100.0,5428,5428,true,2
42,100.0,9011,9011,true,2
42,100.0,8994,8994,true,2
42,100.0,1455,1455,true,2
42,100.0,9591,9591,true,2
42,100.0,2336,2336,true,2
42,100.0,3117,3117,true,2
42,100.0,5649,5649,true,2
42,100.0,1693,1693,true,2
42,100.0,6680,6680,true,2
42,100.0,6612,6612,true,2
42,100.0,131,131,true,2
42,100.0,6130,6130,true,2
42,100.0,4228,4228,true,2
42,100.0,690,690,true,2
42,100.0,7929,7929,true,2
42,100.0,5570,5570,true,2
42,100.0,1784,1784,true,2
42,100.0,9734,9734,true,2
42,100.0,8192,8192,true,2
42,100.0,1324,1324,true,2
42,100.0,9211,9211,true,2
42,100.0,2507,2507,true,2
42,100.0,2458,2458,true,2
42,100.0,4333,4333,true,2
42,100.0,747,747,true,2
42,100.0,2001,2001,true,2
42,100.0,1570,1570,true,2
42,100.0,3180,3180,true,2
42,100.0,139,139,true,2
42,100.0,1962,1962,true,2
42,100.0,5369,5369,true,2
43,0.1,8890,4838,false,6
43,0.1,3302,4838,false,4
43,0.1,525,4838,false,6
43,0.1,3820,4838,false,6
43,0.1,2854,4838,false,6
43,0.1,6139,4838,false,7
43,0.1,6420,4838,false,6
43,0.1,7395,4838,false,6
43,0.1,2601,4838,false,6
43,0.1,9388,4838,false,6
43,0.1,6114,4838,false,6
43,0.1,2028,4838,false,6
43,0.1,8987,4838,false,6
43,0.1,5808,4838,false,6
43,0.1,7545,4838,false,6
43,0.1,9392,4838,false,6
43,0.1,974,4838,false,4
43,0.1,9820,4838,false,6
43,0.1,142,4838,false,6
43,0.1,7588,4838,false,6
43,0.1,2428,4838,false,5
43,0.1,2926,4838,false,7
43,0.1,794,4838,false,6
43,0.1,4250,4838,false,7
43,0.1,742,4838,false,6
43,0.1,7919,4838,false,6
43,0.1,5338,4838,false,6
43,0.1,4014,4838,false,6
43,0.1,2397,4838,false,5
43,0.1,3218,4838,false,4
43,0.1,658,4838,false,5
43,0.1,1979,4838,false,7
43,0.1,7535,4838,false,7
43,0.1,8533,4838,false,6
43,0.1,6450,4838,false,6
43,0.1,9189,4838,false,6
43,0.1,9294,4838,false,5
43,0.1,8928,4838,false,5
43,0.1,7356,4838,false,7
43,0.1,4249,4838,false,6
43,0.1,8243,4838,false,6
43,0.1,8142,4838,false,7
43,0.1,2551,4838,false,6
43,0.1,1335,4838,false,5
43,0.1,3846,4838,false,6
43,0.1,7749,4838,false,7
43,0.1,5092,4838,false,6
43,0.1,9645,4838,false,6
43,0.1,2775,4838,false,6
43,0.1,5164,4838,false,6
43,0.1,2273,4838,false,6
43,0.1,8780,4838,false,7
43,0.1,4387,4838,false,7
43,0.1,4548,4838,false,6
43,0.1,6290,4838,false,6
43,0.1,7023,4838,false,6
43,0.1,344,4838,false,5
43,0.1,5470,4838,false,7
43,0.1,2923,4838,false,5
43,0.1,6505,4838,false,6
43,0.1,9304,4838,false,5
43,0.1,414,4838,false,6
43,0.1,7337,4838,false,6
43,0.1,5047,4838,false,6
43,0.1,3937,4838,false,6
43,0.1,7049,4838,false,6
43,0.1,4903,4838,false,7
43,0.1,7152,4838,false,7
43,0.1,1970,4838,false,6
43,0.1,3597,4838,false,6
43,0.1,3388,4838,false,6
43,0.1,3874,4838,false,7
43,0.1,6460,4838,false,6
43,0.1,3809,4838,false,6
43,0.1,9618,4838,false,6
43,0.1,2827,4838,false,5
43,0.1,4334,4838,false,6
43,0.1,1305,4838,false,6
43,0.1,5448,4838,false,5
43,0.1,4309,4838,false,5
43,0.1,7364,4838,false,6
43,0.1,207,4838,false,5
43,0.1,9132,4838,false,5
43,0.1,8297,4838,false,6
43,0.1,1330,4838,false,6
43,0.1,3555,4838,false,6
43,0.1,5956,4838,false,5
43,0.1,2026,4838,false,7
43,0.1,2702,4838,false,6
43,0.1,1352,4838,false,7
43,0.1,5604,4838,false,5
43,0.1,119,4838,false,5
43,0.1,4329,4838,false,6
43,0.1,2220,4838,false,6
43,0.1,2758,4838,false,6
43,0.1,1539,4838,false,6
43,0.1,977,4838,false,5
43,0.1,4960,4838,false,6
43,0.1,7610,4838,false,6
43,0.1,8629,4838,false,6
43,0.14384498882876628,8890,4838,false,7
43,0.14384498882876628,3302,4838,false,4
43,0.14384498882876628,525,4838,false,7
43,0.14384498882876628,3820,4838,false,6
43,0.14384498882876628,2854,4838,false,7
43,0.14384498882876628,6139,4838,false,8
43,0.14384498882876628,6420,4838,false,7
43,0.14384498882876628,7395,4838,false,7
43,0.14384498882876628,2601,4838,false,7
43,0.14384498882876628,9388,4838,false,7
43,0.14384498882876628,6114,4838,false,7
43,0.14384498882876628,2028,4838,false,7
43,0.14384498882876628,8987,4838,false,6
43,0.14384498882876628,5808,4838,false,7
43,0.14384498882876628,7545,4838,false,7
43,0.14384498882876628,9392,4838,false,7
43,0.14384498882876628,974,4838,false,5
43,0.14384498882876628,9820,4838,false,7
43,0.14384498882876628,142,4838,false,7
43,0.14384498882876628,7588,4838,false,6
43,0.14384498882876628,2428,4838,false,6
43,0.14384498882876628,2926,4838,false,8
43,0.14384498882876628,794,4838,false,7
43,0.14384498882876628,4250,4838,false,8
43,0.14384498882876628,742,4838,false,7
43,0.14384498882876628,7919,4838,false,7
43,0.14384498882876628,5338,4838,false,7
43,0.14384498882876628,4014,4838,false,7
43,0.14384498882876628,2397,4838,false,6
43,0.14384498882876628,3218,4838,false,4
43,0.14384498882876628,658,4838,false,6
43,0.14384498882876628,1979,4838,false,8
43,0.14384498882876628,7535,4838,false,8
43,0.14384498882876628,8533,4838,false,7
43,0.14384498882876628,6450,4838,false,7
43,0.14384498882876628,9189,4838,false,7
43,0.14384498882876628,9294,4838,false,6
43,0.14384498882876628,8928,4838,false,6
43,0.14384498882876628,7356,4838,false,8
43,0.14384498882876628,4249,4838,false,7
43,0.14384498882876628,8243,4838,false,7
43,0.14384498882876628,8142,4838,false,8
43,0.14384498882876628,2551,4838,false,7
43,0.14384498882876628,1335,4838,false,6
43,0.14384498882876628,3846,4838,false,7
43,0.14384498882876628,7749,4838,false,8
43,0.14384498882876628,5092,4838,false,7
43,0.14384498882876628,9645,4838,false,7
43,0.14384498882876628,2775,4838,false,7
43,0.14384498882876628,5164,4838,false,7
43,0.14384498882876628,2273,4838,false,7
43,0.14384498882876628,8780,4838,false,8
43,0.14384498882876628,4387,4838,false,8
43,0.14384498882876628,4548,4838,false,7
43,0.14384498882876628,6290,4838,false,7
43,0.14384498882876628,7023,4838,false,7
43,0.14384498882876628,344,4838,false,6
43,0.14384498882876628,5470,4838,false,8
43,0.14384498882876628,2923,4838,false,5
43,0.14384498882876628,6505,4838,false,7
43,0.14384498882876628,9304,4838,false,6
43,0.14384498882876628,414,4838,false,6
43,0.14384498882876628,7337,4838,false,7
43,0.14384498882876628,5047,4838,false,7
43,0.14384498882876628,3937,4838,false,7
43,0.14384498882876628,7049,4838,false,7
43,0.14384498882876628,4903,4838,false,8
43,0.14384498882876628,7152,4838,false,8
43,0.14384498882876628,1970,4838,false,7
43,0.14384498882876628,3597,4838,false,7
43,0.14384498882876628,3388,4838,false,7
43,0.14384498882876628,3874,4838,false,8
43,0.14384498882876628,6460,4838,false,7
43,0.14384498882876628,3809,4838,false,7
43,0.14384498882876628,9618,4838,false,7
43,0.14384498882876628,2827,4838,false,6
43,0.14384498882876628,4334,4838,false,7
43,0.14384498882876628,1305,4838,false,7
43,0.14384498882876628,5448,4838,false,5
43,0.14384498882876628,4309,4838,false,6
43,0.14384498882876628,7364,4838,false,7
43,0.14384498882876628,207,4838,false,6
43,0.14384498882876628,9132,4838,false,6
43,0.14384498882876628,8297,4838,false,7
43,0.14384498882876628,1330,4838,false,7
43,0.14384498882876628,3555,4838,false,7
43,0.14384498882876628,5956,4838,false,6
43,0.14384498882876628,2026,4838,false,8
43,0.14384498882876628,2702,4838,false,7
43,0.14384498882876628,1352,4838,false,8
43,0.14384498882876628,5604,4838,false,6
43,0.14384498882876628,119,4838,false,6
43,0.14384498882876628,4329,4838,false,7
43,0.14384498882876628,2220,4838,false,7
43,0.14384498882876628,2758,4838,false,7
43,0.14384498882876628,1539,4838,false,7
43,0.14384498882876628,977,4838,false,6
43,0.14384498882876628,4960,4838,false,7
43,0.14384498882876628,7610,4838,false,7
43,0.14384498882876628,8629,4838,false,7
43,0.20691380811147897,8890,4838,false,9
43,0.20691380811147897,3302,4838,false,6
43,0.20691380811147897,525,4838,false,8
43,0.20691380811147897,3820,4838,false,7
43,0.20691380811147897,2854,4838,false,8
43,0.20691380811147897,6139,4838,false,9
43,0.20691380811147897,6420,4838,false,8
43,0.20691380811147897,7395,4838,false,8
43,0.20691380811147897,2601,4838,false,8
43,0.20691380811147897,9388,4838,false,8
43,0.20691380811147897,6114,4838,false,8
43,0.20691380811147897,2028,4838,false,8
43,0.20691380811147897,8987,4838,false,7
43,0.20691380811147897,5808,4838,false,8
43,0.20691380811147897,7545,4838,false,8
43,0.20691380811147897,9392,4838,false,8
43,0.20691380811147897,974,4838,false,6
43,0.20691380811147897,9820,4838,false,8
43,0.20691380811147897,142,4838,false,8
43,0.20691380811147897,7588,4838,false,7
43,0.20691380811147897,2428,4838,false,6
43,0.20691380811147897,2926,4838,false,9
43,0.20691380811147897,794,4838,false,7
43,0.20691380811147897,4250,4838,false,9
43,0.20691380811147897,742,4838,false,8
43,0.20691380811147897,7919,4838,false,9
43,0.20691380811147897,5338,4838,false,8
43,0.20691380811147897,4014,4838,false,9
43,0.20691380811147897,2397,4838,false,7
43,0.20691380811147897,3218,4838,false,6
43,0.20691380811147897,658,4838,false,7
43,0.20691380811147897,1979,4838,false,9
43,0.20691380811147897,7535,4838,false,9
43,0.20691380811147897,8533,4838,false,8
43,0.20691380811147897,6450,4838,false,8
43,0.20691380811147897,9189,4838,false,9
43,0.20691380811147897,9294,4838,false,7
43,0.20691380811147897,8928,4838,false,7
43,0.20691380811147897,7356,4838,false,9
43,0.20691380811147897,4249,4838,false,8
43,0.20691380811147897,8243,4838,false,8
43,0.20691380811147897,8142,4838,false,9
43,0.20691380811147897,2551,4838,false,7
43,0.20691380811147897,1335,4838,false,6
43,0.20691380811147897,3846,4838,false,8
43,0.20691380811147897,7749,4838,false,9
43,0.20691380811147897,5092,4838,false,9
43,0.20691380811147897,9645,4838,false,8
43,0.20691380811147897,2775,4838,false,8
43,0.20691380811147897,5164,4838,false,8
43,0.20691380811147897,2273,4838,false,8
43,0.20691380811147897,8780,4838,false,9
43,0.20691380811147897,4387,4838,false,9
43,0.20691380811147897,4548,4838,false,7
43,0.20691380811147897,6290,4838,false,9
43,0.20691380811147897,7023,4838,false,8
43,0.20691380811147897,344,4838,false,7
43,0.20691380811147897,5470,4838,false,9
43,0.20691380811147897,2923,4838,false,4
43,0.20691380811147897,6505,4838,false,8
43,0.20691380811147897,9304,4838,false,6
43,0.20691380811147897,414,4838,false,7
43,0.20691380811147897,7337,4838,false,8
43,0.20691380811147897,5047,4838,false,8
43,0.20691380811147897,3937,4838,false,8
43,0.20691380811147897,7049,4838,false,8
43,0.20691380811147897,4903,4838,false,9
43,0.20691380811147897,7152,4838,false,9
43,0.20691380811147897,1970,4838,false,9
43,0.20691380811147897,3597,4838,false,8
43,0.20691380811147897,3388,4838,false,8
43,0.20691380811147897,3874,4838,false,9
43,0.20691380811147897,6460,4838,false,8
43,0.20691380811147897,3809,4838,false,7
43,0.20691380811147897,9618,4838,false,8
43,0.20691380811147897,2827,4838,false,6
43,0.20691380811147897,4334,4838,false,8
43,0.20691380811147897,1305,4838,false,8
43,0.20691380811147897,5448,4838,false,5
43,0.20691380811147897,4309,4838,false,7
43,0.20691380811147897,7364,4838,false,8
43,0.20691380811147897,207,4838,false,7
43,0.20691380811147897,9132,4838,false,7
43,0.20691380811147897,8297,4838,false,8
43,0.20691380811147897,1330,4838,false,8
43,0.20691380811147897,3555,4838,false,8
43,0.20691380811147897,5956,4838,false,7
43,0.20691380811147897,2026,4838,false,9
43,0.20691380811147897,2702,4838,false,7
43,0.20691380811147897,1352,4838,false,9
43,0.20691380811147897,5604,4838,false,7
43,0.20691380811147897,119,4838,false,7
43,0.20691380811147897,4329,4838,false,8
